time_s,speed_mps,diverter_position,entry_sensor,position_sensor,exit_sensor,motor_feedback,sort_request,conveyor_motor,diverter_extend,diverter_retract,alarm,mode,state,run_latched,fault_latched,estop_latched,fault_id,fault_message,product_count,cycle_count,scan_count,scan_period_s
9.3,0.7999999999995515,0.999247456541835,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,187,0.05
9.35,0.7999999999996156,0.9994355924063762,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,188,0.05
9.4,0.7999999999996705,0.9995766943047821,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,189,0.05
9.45,0.7999999999997176,0.9996825207285867,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,190,0.05
9.5,0.7999999999997579,0.99976189054644,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,191,0.05
9.55,0.7999999999997925,0.99982141790983,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,192,0.05
9.6,0.7999999999998222,0.9998660634323725,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,193,0.05
9.65,0.7999999999998476,0.9998995475742793,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,194,0.05
9.7,0.7999999999998694,0.9999246606807095,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,195,0.05
9.75,0.799999999999888,0.9999434955105322,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,196,0.05
9.8,0.799999999999904,0.9999576216328991,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,197,0.05
9.85,0.7999999999999178,0.9999682162246744,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,198,0.05
9.9,0.7999999999999295,0.9999761621685057,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,199,0.05
9.95,0.7999999999999396,0.9999821216263793,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,200,0.05
10.0,0.7999999999999483,0.9999865912197845,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,201,0.05
10.05,0.7999999999999557,0.9999899434148384,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,202,0.05
10.1,0.7999999999999621,0.9999924575611288,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,203,0.05
10.15,0.7999999999999675,0.9999943431708466,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,204,0.05
10.2,0.7999999999999722,0.999995757378135,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,205,0.05
10.25,0.7999999999999762,0.9999968180336012,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,206,0.05
10.3,0.7999999999999796,0.9999976135252009,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,207,0.05
10.35,0.7999999999999825,0.9999982101439007,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,208,0.05
10.4,0.7999999999999851,0.9999986576079255,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,209,0.05
10.45,0.7999999999999872,0.9999989932059441,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,210,0.05
10.5,0.799999999999989,0.9999992449044581,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,211,0.05
10.55,0.7999999999999906,0.9999994336783435,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,212,0.05
10.6,0.7999999999999919,0.9999995752587576,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,213,0.05
10.65,0.799999999999993,0.9999996814440683,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,214,0.05
10.7,0.799999999999994,0.9999997610830512,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,215,0.05
10.75,0.7999999999999949,0.9999998208122884,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,216,0.05
10.8,0.7999999999999957,0.9999998656092164,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,217,0.05
10.85,0.7999999999999964,0.9999998992069123,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,218,0.05
10.9,0.7999999999999969,0.9999999244051843,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,219,0.05
10.95,0.7999999999999974,0.9999999433038882,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,220,0.05
11.0,0.7999999999999977,0.9999999574779161,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,221,0.05
11.05,0.799999999999998,0.999999968108437,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,222,0.05
11.1,0.7999999999999984,0.9999999760813278,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,223,0.05
11.15,0.7999999999999986,0.9999999820609959,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,224,0.05
11.2,0.7999999999999988,0.999999986545747,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,225,0.05
11.25,0.799999999999999,0.9999999899093102,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,226,0.05
11.3,0.7999999999999992,0.9999999924319827,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,227,0.05
11.35,0.7999999999999993,0.999999994323987,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,228,0.05
11.4,0.7999999999999994,0.9999999957429903,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,229,0.05
11.45,0.7999999999999995,0.9999999968072427,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,230,0.05
11.5,0.7999999999999996,0.999999997605432,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,231,0.05
11.55,0.7999999999999997,0.999999998204074,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,232,0.05
11.6,0.7999999999999997,0.9999999986530556,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,233,0.05
11.65,0.7999999999999997,0.9999999989897916,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,234,0.05
11.7,0.7999999999999997,0.9999999992423437,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,235,0.05
11.75,0.7999999999999997,0.9999999994317578,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,236,0.05
11.8,0.7999999999999997,0.9999999995738184,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,237,0.05
11.85,0.7999999999999997,0.9999999996803638,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,238,0.05
11.9,0.7999999999999997,0.9999999997602729,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,239,0.05
11.95,0.7999999999999997,0.9999999998202047,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,240,0.05
12.0,0.7999999999999997,0.9999999998651535,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,241,0.05
12.05,0.7999999999999997,0.9999999998988651,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,242,0.05
12.1,0.7999999999999997,0.9999999999241489,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,243,0.05
12.15,0.7999999999999997,0.9999999999431117,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,244,0.05
12.2,0.7999999999999997,0.9999999999573338,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,245,0.05
12.25,0.7999999999999997,0.9999999999680004,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,246,0.05
12.3,0.7999999999999997,0.9999999999760003,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,247,0.05
12.35,0.7999999999999997,0.9999999999820002,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,248,0.05
12.4,0.7999999999999997,0.9999999999865001,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,249,0.05
12.45,0.7999999999999997,0.9999999999898751,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,250,0.05
12.5,0.7999999999999997,0.9999999999924063,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,251,0.05
12.55,0.7999999999999997,0.9999999999943048,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,252,0.05
12.6,0.7999999999999997,0.9999999999957285,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,253,0.05
12.65,0.7999999999999997,0.9999999999967963,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,254,0.05
12.7,0.7999999999999997,0.7499999999975973,False,False,True,True,False,True,False,True,False,AUTOMATIC,PRODUCT_EXIT,True,False,False,,,1,1,255,0.05
12.75,0.7999999999999997,0.5624999999981979,False,False,True,True,False,True,False,True,False,AUTOMATIC,PRODUCT_EXIT,True,False,False,,,1,1,256,0.05
12.8,0.7999999999999997,0.4218749999986484,False,False,True,True,False,True,False,True,False,AUTOMATIC,PRODUCT_EXIT,True,False,False,,,1,1,257,0.05
12.85,0.7999999999999997,0.3164062499989863,False,False,True,True,False,True,False,True,False,AUTOMATIC,PRODUCT_EXIT,True,False,False,,,1,1,258,0.05
12.9,0.7999999999999997,0.23730468749923972,False,False,True,True,False,True,False,True,False,AUTOMATIC,PRODUCT_EXIT,True,False,False,,,1,1,259,0.05
12.95,0.7999999999999997,0.1779785156244298,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,260,0.05
13.0,0.7999999999999997,0.13348388671832234,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,261,0.05
13.05,0.7999999999999997,0.10011291503874176,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,262,0.05
13.1,0.7999999999999997,0.07508468627905632,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,263,0.05
13.15,0.7999999999999997,0.05631351470929224,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,264,0.05
13.2,0.7999999999999997,0.04223513603196918,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,265,0.05
13.25,0.7999999999999997,0.03167635202397688,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,266,0.05
13.3,0.7999999999999997,0.02375726401798266,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,267,0.05
13.35,0.7999999999999997,0.017817948013486996,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,268,0.05
13.4,0.7999999999999997,0.013363461010115247,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,269,0.05
13.45,0.7999999999999997,0.010022595757586435,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,270,0.05
13.5,0.7999999999999997,0.007516946818189827,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,271,0.05
13.55,0.7999999999999997,0.0056377101136423705,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,272,0.05
13.6,0.7999999999999997,0.004228282585231778,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,273,0.05
13.65,0.7999999999999997,0.0031712119389238334,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,274,0.05
13.7,0.7999999999999997,0.002378408954192875,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,275,0.05
13.75,0.7999999999999997,0.0017838067156446564,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,276,0.05
13.8,0.7999999999999997,0.0013378550367334923,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,277,0.05
13.85,0.7999999999999997,0.0010033912775501194,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,278,0.05
13.9,0.7999999999999997,0.0007525434581625895,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,279,0.05
13.95,0.7999999999999997,0.0005644075936219421,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,280,0.05
14.0,0.7999999999999997,0.0004233056952164566,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,281,0.05
14.05,0.7999999999999997,0.00031747927141234243,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,282,0.05
14.1,0.7999999999999997,0.00023810945355925685,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,283,0.05
14.15,0.7999999999999997,0.00017858209016944265,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,284,0.05
14.2,0.7999999999999997,0.00013393656762708197,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,285,0.05
14.25,0.7999999999999997,0.00010045242572031148,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,286,0.05
14.3,0.7999999999999997,7.533931929023361e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,287,0.05
14.35,0.7999999999999997,5.6504489467675206e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,288,0.05
14.4,0.7999999999999997,4.23783671007564e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,289,0.05
14.45,0.7999999999999997,3.17837753255673e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,290,0.05
14.5,0.7999999999999997,2.3837831494175476e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,291,0.05
14.55,0.7999999999999997,1.7878373620631606e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,292,0.05
14.6,0.7999999999999997,1.3408780215473704e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,293,0.05
14.65,0.7999999999999997,1.0056585161605277e-05,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,294,0.05
14.7,0.7999999999999997,7.542438871203958e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,295,0.05
14.75,0.7999999999999997,5.656829153402968e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,296,0.05
14.8,0.7999999999999997,4.242621865052226e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,297,0.05
14.85,0.7999999999999997,3.1819663987891697e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,298,0.05
14.9,0.7999999999999997,2.3864747990918773e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,299,0.05
14.95,0.7999999999999997,1.789856099318908e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,300,0.05
15.0,0.7999999999999997,1.342392074489181e-06,False,False,False,True,False,True,False,True,False,AUTOMATIC,CONVEYING,True,False,False,,,1,1,301,0.05
15.05,0.7999999999999997,1.0067940558668857e-06,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,302,0.05
15.1,0.7999999999999997,7.550955419001643e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,303,0.05
15.15,0.7999999999999997,5.663216564251232e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,304,0.05
15.2,0.7999999999999997,4.247412423188424e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,305,0.05
15.25,0.7999999999999997,3.185559317391318e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,306,0.05
15.3,0.7999999999999997,2.3891694880434886e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,307,0.05
15.35,0.7999999999999997,1.7918771160326164e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,308,0.05
15.4,0.7999999999999997,1.3439078370244623e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,309,0.05
15.45,0.7999999999999997,1.0079308777683467e-07,True,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,310,0.05
15.5,0.7999999999999997,7.5594815832626e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,311,0.05
15.55,0.7999999999999997,5.66961118744695e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,312,0.05
15.6,0.7999999999999997,4.2522083905852125e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,313,0.05
15.65,0.7999999999999997,3.189156292938909e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,314,0.05
15.7,0.7999999999999997,2.391867219704182e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,315,0.05
15.75,0.7999999999999997,1.7939004147781362e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,316,0.05
15.8,0.7999999999999997,1.3454253110836022e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,317,0.05
15.85,0.7999999999999997,1.0090689833127016e-08,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,318,0.05
15.9,0.7999999999999997,7.568017374845263e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,319,0.05
15.95,0.7999999999999997,5.676013031133947e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,320,0.05
16.0,0.7999999999999997,4.25700977335046e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,321,0.05
16.05,0.7999999999999997,3.1927573300128452e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,322,0.05
16.1,0.7999999999999997,2.394567997509634e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,323,0.05
16.15,0.7999999999999997,1.7959259981322253e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,324,0.05
16.2,0.7999999999999997,1.346944498599169e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,325,0.05
16.25,0.7999999999999997,1.0102083739493767e-09,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,326,0.05
16.3,0.7999999999999997,7.576562804620325e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,327,0.05
16.35,0.7999999999999997,5.682422103465244e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,328,0.05
16.4,0.7999999999999997,4.261816577598933e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,329,0.05
16.45,0.7999999999999997,3.1963624331991994e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,330,0.05
16.5,0.7999999999999997,2.3972718248993995e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,331,0.05
16.55,0.7999999999999997,1.7979538686745495e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,332,0.05
16.6,0.7999999999999997,1.348465401505912e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,333,0.05
16.65,0.7999999999999997,1.011349051129434e-10,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,334,0.05
16.7,0.7999999999999997,7.585117883470754e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,335,0.05
16.75,0.7999999999999997,5.6888384126030654e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,336,0.05
16.8,0.7999999999999997,4.266628809452299e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,337,0.05
16.85,0.7999999999999997,3.1999716070892245e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,338,0.05
16.9,0.7999999999999997,2.3999787053169184e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,339,0.05
16.95,0.7999999999999997,1.7999840289876887e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,340,0.05
17.0,0.7999999999999997,1.3499880217407664e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,341,0.05
17.05,0.7999999999999997,1.0124910163055749e-11,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,342,0.05
17.1,0.7999999999999997,7.593682622291813e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,343,0.05
17.15,0.7999999999999997,5.6952619667188595e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,344,0.05
17.2,0.7999999999999997,4.271446475039145e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,345,0.05
17.25,0.7999999999999997,3.2035848562793586e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,346,0.05
17.3,0.7999999999999997,2.402688642209519e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,347,0.05
17.35,0.7999999999999997,1.8020164816571393e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,348,0.05
17.4,0.7999999999999997,1.3515123612428544e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,349,0.05
17.45,0.7999999999999997,1.0136342709321409e-12,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,350,0.05
17.5,0.7999999999999997,7.602257031991057e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,351,0.05
17.55,0.7999999999999997,5.701692773993292e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,352,0.05
17.6,0.7999999999999997,4.276269580494969e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,353,0.05
17.65,0.7999999999999997,3.2072021853712266e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,354,0.05
17.7,0.7999999999999997,2.4054016390284197e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,355,0.05
17.75,0.7999999999999997,1.8040512292713148e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,356,0.05
17.8,0.7999999999999997,1.353038421953486e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,357,0.05
17.85,0.7999999999999997,1.0147788164651146e-13,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,358,0.05
17.9,0.7999999999999997,7.610841123488359e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,359,0.05
17.95,0.7999999999999997,5.708130842616269e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,360,0.05
18.0,0.7999999999999997,4.281098131962202e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,361,0.05
18.05,0.7999999999999997,3.2108235989716514e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,362,0.05
18.1,0.7999999999999997,2.4081176992287385e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,363,0.05
18.15,0.7999999999999997,1.806088274421554e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,364,0.05
18.2,0.7999999999999997,1.3545662058161656e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,365,0.05
18.25,0.7999999999999997,1.0159246543621242e-14,False,False,False,True,False,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,1,1,366,0.05
